2.000104 -0.000000 0.000000
2.000012 -0.019179 0.009603
1.999770 -0.036484 0.018292
1.999314 -0.056056 0.028149
1.998599 -0.077266 0.038866
1.997590 -0.099745 0.050267
1.996256 -0.123249 0.062237
1.994568 -0.147603 0.074694
1.992505 -0.172674 0.087578
1.990044 -0.198359 0.100843
1.987166 -0.224572 0.114452
1.983853 -0.251242 0.128375
1.980090 -0.278311 0.142588
1.975861 -0.305725 0.157071
1.971151 -0.333442 0.171806
1.965949 -0.361423 0.186779
1.960241 -0.389632 0.201978
1.954015 -0.418040 0.217393
1.947261 -0.446618 0.233015
1.939968 -0.475343 0.248836
1.932124 -0.504192 0.264850
1.923721 -0.533145 0.281052
1.914747 -0.562183 0.297436
1.905194 -0.591290 0.314000
1.895052 -0.620449 0.330739
1.884312 -0.649647 0.347651
1.872964 -0.678871 0.364734
1.860999 -0.708107 0.381986
1.848409 -0.737345 0.399407
1.835183 -0.766575 0.416994
1.821314 -0.795785 0.434748
1.806791 -0.824968 0.452669
1.791605 -0.854114 0.470756
1.775748 -0.883216 0.489010
1.759209 -0.912264 0.507432
1.741979 -0.941253 0.526023
1.724048 -0.970175 0.544785
1.705406 -0.999024 0.563718
1.686043 -1.027793 0.582824
1.665947 -1.056477 0.602107
1.645108 -1.085068 0.621569
1.623514 -1.113563 0.641211
1.601152 -1.141956 0.661039
1.578011 -1.170241 0.681055
1.554077 -1.198412 0.701263
1.529335 -1.226467 0.721669
1.503771 -1.254398 0.742278
1.477368 -1.282203 0.763095
1.450108 -1.309875 0.784128
1.421972 -1.337412 0.805383
1.392939 -1.364807 0.826871
1.362986 -1.392059 0.848601
1.332085 -1.419161 0.870584
1.300209 -1.446112 0.892834
1.267321 -1.472908 0.915366
1.233385 -1.499546 0.938199
1.198355 -1.526026 0.961354
1.162177 -1.552345 0.984858
1.124788 -1.578506 1.008741
1.086111 -1.604513 1.033043
1.046048 -1.630371 1.057811
1.004480 -1.656094 1.083107
0.961247 -1.681702 1.109011
0.916136 -1.707229 1.135633
0.868845 -1.732729 1.163126
0.818925 -1.758300 1.191725
0.765630 -1.784123 1.221813
0.712619 -1.808341 1.251323
0.661773 -1.830230 1.279270
0.612995 -1.850021 1.305777
0.566133 -1.867940 1.330984
0.521050 -1.884179 1.355014
0.477627 -1.898901 1.377970
0.435767 -1.912245 1.399936
0.395393 -1.924332 1.420983
0.356443 -1.935264 1.441165
0.318873 -1.945130 1.460529
0.282652 -1.954012 1.479108
0.247763 -1.961981 1.496926
0.214204 -1.969102 1.513999
0.181988 -1.975432 1.530333
0.151149 -1.981027 1.545922
0.121740 -1.985936 1.560749
0.093849 -1.990205 1.574778
0.067613 -1.993875 1.587948
0.043251 -1.996980 1.600157
0.021146 -1.999545 1.611219
0.009222 -2.000827 1.617180
-0.006794 -2.002438 1.625182
-0.021804 -2.003832 1.632675
-0.040671 -2.005423 1.642087
-0.061947 -2.007001 1.652692
-0.084962 -2.008448 1.664155
-0.109326 -2.009683 1.676282
-0.134780 -2.010645 1.688944
-0.161137 -2.011283 1.702051
-0.188255 -2.011557 1.715532
-0.216022 -2.011430 1.729336
-0.244345 -2.010870 1.743419
-0.273149 -2.009850 1.757746
-0.302369 -2.008345 1.772290
-0.331951 -2.006332 1.787027
-0.361846 -2.003789 1.801936
-0.392011 -2.000698 1.817001
-0.422410 -1.997041 1.832209
-0.453009 -1.992801 1.847547
-0.483778 -1.987961 1.863005
-0.514689 -1.982509 1.878576
-0.545718 -1.976428 1.894251
-0.576841 -1.969706 1.910024
-0.608039 -1.962329 1.925892
-0.639291 -1.954286 1.941851
-0.670580 -1.945563 1.957896
-0.701888 -1.936150 1.974027
-0.733200 -1.926034 1.990241
-0.764501 -1.915205 2.006538
-0.795777 -1.903650 2.022917
-0.827014 -1.891360 2.039379
-0.858201 -1.878322 2.055925
-0.889325 -1.864527 2.072555
-0.920374 -1.849962 2.089273
-0.951338 -1.834617 2.106079
-0.982205 -1.818481 2.122978
-1.012966 -1.801542 2.139972
-1.043610 -1.783789 2.157066
-1.074128 -1.765208 2.174263
-1.104510 -1.745788 2.191570
-1.134748 -1.725516 2.208991
-1.164832 -1.704377 2.226532
-1.194754 -1.682357 2.244202
-1.224505 -1.659442 2.262006
-1.254076 -1.635613 2.279955
-1.283460 -1.610853 2.298056
-1.312649 -1.585144 2.316322
-1.341635 -1.558463 2.334762
-1.370411 -1.530788 2.353391
-1.398969 -1.502091 2.372222
-1.427302 -1.472344 2.391273
-1.455405 -1.441514 2.410561
-1.483271 -1.409562 2.430108
-1.510896 -1.376444 2.449939
-1.538276 -1.342108 2.470081
-1.565409 -1.306492 2.490568
-1.592295 -1.269522 2.511441
-1.618936 -1.231105 2.532748
-1.645342 -1.191127 2.554550
-1.671526 -1.149437 2.576923
-1.697515 -1.105838 2.599969
-1.723354 -1.060051 2.623828
-1.749123 -1.011667 2.648704
-1.774969 -0.960029 2.674920
-1.801204 -0.903930 2.703068
-1.825322 -0.848500 2.730592
-1.846730 -0.795611 2.756632
-1.865761 -0.745096 2.781336
-1.882736 -0.696697 2.804883
-1.897912 -0.650194 2.827416
-1.911496 -0.605410 2.849054
-1.923658 -0.562205 2.869886
-1.934539 -0.520466 2.889987
-1.944258 -0.480105 2.909413
-1.952917 -0.441051 2.928212
-1.960603 -0.403247 2.946420
-1.967395 -0.366652 2.964064
-1.973363 -0.331233 2.981167
-1.978569 -0.296969 2.997742
-1.983071 -0.263848 3.013797
-1.986922 -0.231869 3.029337
-1.990173 -0.201041 3.044357
-1.992871 -0.171384 3.058846
-1.995062 -0.142936 3.072786
-1.996790 -0.115752 3.086147
-1.998100 -0.089915 3.098886
-1.999037 -0.065548 3.110937
-1.999647 -0.042847 3.122200
-1.999982 -0.022140 3.132504
-2.000082 -0.009300 3.138909
-2.000096 0.005788 3.146451
-2.000009 0.019455 3.153297
-1.999764 0.036795 3.162004
-1.999304 0.056399 3.171878
-1.998585 0.077633 3.182608
-1.997571 0.100131 3.194019
-1.996230 0.123650 3.205997
-1.994537 0.148017 3.218462
-1.992467 0.173100 3.231353
-1.989999 0.198794 3.244624
-1.987114 0.225015 3.258238
-1.983794 0.251693 3.272166
-1.980023 0.278767 3.286384
-1.975786 0.306187 3.300871
-1.971068 0.333909 3.315610
-1.965858 0.361893 3.330587
-1.960141 0.390106 3.345790
-1.953907 0.418517 3.361209
-1.947144 0.447098 3.376834
-1.939841 0.475825 3.392658
-1.931988 0.504676 3.408676
